,GAME_ID,PLAYER_NAME,PTS_home_ChrisPaul,FG_PCT_home_ChrisPaul,FT_PCT_home_ChrisPaul,FG3_PCT_home_ChrisPaul,AST_home_ChrisPaul,REB_home_ChrisPaul,PTS_away_ChrisPaul,FG_PCT_away_ChrisPaul,FT_PCT_away_ChrisPaul,FG3_PCT_away_ChrisPaul,AST_away_ChrisPaul,REB_away_ChrisPaul,MIN_ChrisPaul,FGM_ChrisPaul,FGA_ChrisPaul,FG_PCT_ChrisPaul,FG3M_ChrisPaul,FG3A_ChrisPaul,FG3_PCT_ChrisPaul,FTM_ChrisPaul,FTA_ChrisPaul,FT_PCT_ChrisPaul,OREB_ChrisPaul,DREB_ChrisPaul,REB_ChrisPaul,AST_ChrisPaul,STL_ChrisPaul,BLK_ChrisPaul,TO_ChrisPaul,PF_ChrisPaul,PLUS_MINUS_ChrisPaul,PTS_ChrisPaul
6683,41300236,Chris Paul,0.4105263157894737,0.39234449760765544,0.4497936726272352,0.339667458432304,0.46153846153846156,0.4528301886792453,0.5161290322580645,0.5158150851581506,0.8588098016336057,0.4597701149425288,0.5,0.3770491803278688,0.6679558011049723,0.375,0.36,0.5,0.14285714285714285,0.16666666666666666,0.5,0.2,0.1282051282051282,1.0,0.16666666666666666,0.21739130434782608,0.22580645161290322,0.4583333333333333,0.1,0.0,0.25,0.5,0.43333333333333335,0.4032258064516129
6684,41300235,Chris Paul,0.4842105263157895,0.4114832535885167,0.8473177441540578,0.48931116389548684,0.15384615384615385,0.5094339622641509,0.5161290322580645,0.45255474452554767,0.7666277712952159,0.5670498084291189,0.40476190476190477,0.39344262295081966,0.6698895027624309,0.25,0.32,0.375,0.07142857142857142,0.20833333333333334,0.2,0.16,0.1282051282051282,0.8,0.0,0.043478260869565216,0.03225806451612903,0.5833333333333334,0.4,0.0,0.4166666666666667,0.8333333333333334,0.6,0.27419354838709675
6685,41300234,Chris Paul,0.4421052631578947,0.3875598086124401,0.5735900962861072,0.169833729216152,0.38461538461538464,0.5283018867924528,0.46236559139784944,0.4720194647201946,0.7257876312718786,0.37292464878671777,0.30952380952380953,0.3770491803278688,0.7453038674033149,0.4166666666666667,0.46,0.435,0.0,0.16666666666666666,0.0,0.12,0.10256410256410256,0.75,0.16666666666666666,0.13043478260869565,0.16129032258064516,0.4166666666666667,0.4,0.0,0.08333333333333333,0.6666666666666666,0.6111111111111112,0.3709677419354839
6686,41300233,Chris Paul,0.5578947368421052,0.4665071770334928,0.779917469050894,0.31947743467933476,0.4358974358974359,0.3018867924528302,0.6666666666666666,0.75669099756691,0.8331388564760793,0.45083014048531295,0.5238095238095238,0.39344262295081966,0.6964088397790055,0.3333333333333333,0.32,0.5,0.14285714285714285,0.25,0.3329999999999999,0.12,0.1282051282051282,0.6,0.0,0.08695652173913043,0.06451612903225806,0.6666666666666666,0.3,0.0,0.0,0.5,0.5222222222222223,0.3387096774193548
6687,41300232,Chris Paul,0.5578947368421052,0.5956937799043062,0.624484181568088,0.4133016627078384,0.38461538461538464,0.660377358490566,0.4838709677419355,0.48661800486618007,0.7467911318553091,0.425287356321839,0.4523809523809524,0.26229508196721313,0.5201657458563536,0.25,0.26,0.462,0.14285714285714285,0.20833333333333334,0.4,0.12,0.1282051282051282,0.6,0.25,0.08695652173913043,0.16129032258064516,0.4166666666666667,0.3,0.0,0.25,0.8333333333333334,0.45555555555555555,0.27419354838709675
6688,41300231,Chris Paul,0.4842105263157895,0.48325358851674616,0.701513067400275,0.3812351543942993,0.23076923076923078,0.5660377358490566,0.7096774193548387,0.7372262773722625,0.4947491248541424,0.6602809706257983,0.5238095238095238,0.18032786885245902,0.45966850828729283,0.5,0.28,0.857,0.5714285714285714,0.375,0.889,0.0,0.0,0.0,0.0,0.08695652173913043,0.06451612903225806,0.4166666666666667,0.0,0.0,0.16666666666666666,0.5,0.7666666666666667,0.5161290322580645
6689,41300167,Chris Paul,0.7052631578947368,0.7105263157894735,0.7083906464924346,0.39548693586698325,0.46153846153846156,0.39622641509433965,0.6989247311827957,0.6034063260340632,0.8004667444574096,0.715197956577267,0.5,0.2786885245901639,0.6977900552486188,0.3333333333333333,0.3,0.5329999999999999,0.07142857142857142,0.125,0.3329999999999999,0.2,0.1282051282051282,1.0,0.0,0.08695652173913043,0.06451612903225806,0.5833333333333334,0.4,0.0,0.16666666666666666,0.5,0.45555555555555555,0.3548387096774194
6690,41300166,Chris Paul,0.43157894736842106,0.3253588516746409,0.48005502063273725,0.346793349168646,0.3076923076923077,0.6226415094339622,0.46236559139784944,0.30656934306569367,0.6814469078179697,0.4137931034482759,0.42857142857142855,0.5409836065573771,0.5602209944751381,0.125,0.2,0.3,0.14285714285714285,0.20833333333333334,0.4,0.04,0.05128205128205128,0.5,0.0,0.21739130434782608,0.16129032258064516,0.3333333333333333,0.1,0.0,0.3333333333333333,0.8333333333333334,0.5666666666666667,0.14516129032258066
6691,41300165,Chris Paul,0.5684210526315789,0.5502392344497606,0.6643741403026133,0.4750593824228028,0.3076923076923077,0.4528301886792453,0.5053763440860215,0.5474452554744524,0.6312718786464411,0.4916985951468711,0.47619047619047616,0.36065573770491804,0.6511049723756905,0.25,0.34,0.353,0.21428571428571427,0.20833333333333334,0.6,0.2,0.1282051282051282,1.0,0.16666666666666666,0.17391304347826086,0.1935483870967742,0.2916666666666667,0.5,0.0,0.16666666666666666,0.3333333333333333,0.6111111111111112,0.3225806451612903
6692,41300164,Chris Paul,0.6210526315789474,0.7105263157894735,0.656121045392022,0.5570071258907363,0.6153846153846154,0.32075471698113206,0.44086021505376344,0.4452554744525547,0.8541423570595099,0.41251596424010206,0.38095238095238093,0.19672131147540983,0.5290055248618785,0.20833333333333334,0.18,0.556,0.14285714285714285,0.16666666666666666,0.5,0.16,0.1282051282051282,0.8,0.08333333333333333,0.17391304347826086,0.16129032258064516,0.25,0.1,0.0,0.3333333333333333,0.8333333333333334,0.28888888888888886,0.25806451612903225
6693,41300163,Chris Paul,0.3894736842105263,0.38038277511961716,0.5419532324621733,0.23040380047505923,0.46153846153846156,0.660377358490566,0.45161290322580644,0.5328467153284672,0.3407234539089849,0.3652618135376756,0.5,0.4426229508196721,0.5723756906077347,0.20833333333333334,0.26,0.385,0.14285714285714285,0.2916666666666667,0.286,0.12,0.10256410256410256,0.75,0.0,0.08695652173913043,0.06451612903225806,0.4166666666666667,0.2,0.0,0.16666666666666666,0.6666666666666666,0.4888888888888889,0.24193548387096775
6694,41300162,Chris Paul,0.8315789473684211,0.7392344497607656,0.8817056396148556,0.5700712589073633,0.5384615384615384,0.32075471698113206,0.45161290322580644,0.5547445255474451,0.7841306884480747,0.2694763729246488,0.3333333333333333,0.26229508196721313,0.45414364640883975,0.16666666666666666,0.2,0.4,0.14285714285714285,0.16666666666666666,0.5,0.08,0.05128205128205128,1.0,0.08333333333333333,0.21739130434782608,0.1935483870967742,0.4166666666666667,0.5,0.0,0.4166666666666667,0.5,0.6777777777777778,0.1935483870967742
6695,41300161,Chris Paul,0.4842105263157895,0.3995215311004784,0.5281980742778543,0.5403800475059382,0.41025641025641024,0.4716981132075472,0.5698924731182796,0.4817518248175182,0.6732788798133021,0.5197956577266922,0.5238095238095238,0.45901639344262296,0.6005524861878453,0.4166666666666667,0.46,0.435,0.35714285714285715,0.375,0.556,0.12,0.15384615384615385,0.5,0.08333333333333333,0.2608695652173913,0.22580645161290322,0.3333333333333333,0.4,0.0,0.5,0.8333333333333334,0.5777777777777777,0.45161290322580644
6696,21301215,Chris Paul,0.6105263157894737,0.65311004784689,0.5419532324621733,0.4453681710213776,0.5384615384615384,0.4528301886792453,0.5268817204301075,0.4403892944038932,0.8833138856476079,0.3524904214559388,0.38095238095238093,0.3770491803278688,0.47209944751381216,0.3333333333333333,0.2,0.8,0.21428571428571427,0.20833333333333334,0.6,0.08,0.10256410256410256,0.5,0.0,0.043478260869565216,0.03225806451612903,0.4166666666666667,0.2,0.0,0.08333333333333333,0.5,0.5777777777777777,0.3387096774193548
6697,21301189,Chris Paul,0.6105263157894737,0.5956937799043062,0.6176066024759285,0.5629453681710213,0.5897435897435898,0.49056603773584906,0.4838709677419355,0.4403892944038932,0.7876312718786463,0.5670498084291189,0.40476190476190477,0.29508196721311475,0.5939226519337016,0.25,0.28,0.429,0.07142857142857142,0.16666666666666666,0.25,0.16,0.10256410256410256,1.0,0.16666666666666666,0.21739130434782608,0.22580645161290322,0.4166666666666667,0.0,0.0,0.16666666666666666,0.5,0.7111111111111111,0.27419354838709675
